District_Code,State_Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Scheduled_Caste,Scheduled_Tribe,Workers_Total,Workers_Male,Workers_Female,Workers_Main,Workers_Marginal,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Households_LPG_PNG,Households_Electric_Lighting,Households_Internet,Households_Computer,Households_Rural,Households_Urban,Households_Total,Education_Literate,Education_Illiterate,Education_Total,Age_0_29,Age_30_49,Age_50_plus,Households_Bicycle,Households_Car,Households_Two_Wheeler,Households_Phone,Households_TV,Households_Bathroom,Households_Toilet,State,District,Latitude,Longitude,Sex_Ratio,Literacy_Rate
286,MIZORAM,161428,82891,78537,121122,64515,56607,178,153533,78292,46230,32062,62013,16279,83136,5231,1290,127124,74,27543,93,14037,26394,482,3725,21479,17315,38794,124314,32451,156765,100250,39690,21424,1020,1982,3706,21471,15871,22896,28570,Mizoram,Lunglei,23.007717036172675,92.63512555425892,947.4731876802065,75.03159303218773
287,MIZORAM,117894,60599,57295,62861,36444,26417,146,112354,45566,28517,17049,38082,7484,72328,1668,522,63892,52,51549,122,5213,9283,162,1329,21993,5273,27266,74574,54874,129448,80723,25303,11831,487,631,658,7895,6657,8506,15309,Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,945.477648146009,53.31993146385736
288,MIZORAM,56574,28594,27980,42233,21861,20372,83,54642,19461,12211,7250,14694,4767,37113,933,514,54977,11,102,4,4783,7400,168,1194,7043,5784,12827,47873,8787,56660,37127,12784,6636,143,507,337,5856,4797,7587,9981,Mizoram,Saiha,22.35744801061008,93.02827931034489,978.5269636986781,74.650899706579
289,TRIPURA,1725739,879428,846311,1361354,722998,638356,338094,431944,698178,500406,197772,524198,173980,1027561,1512801,152791,53622,499,2128,362,103228,314567,6394,36186,289621,217016,506637,1464673,279053,1743726,940424,499719,284637,182610,11356,44499,228799,231324,166347,365146,Tripura,West Tripura,23.780166241299337,91.41310788863107,962.3425681238259,78.88527755355823
290,TRIPURA,876001,447544,428457,646810,351082,295728,140168,344835,366845,253229,113616,258457,108388,509156,736015,49258,39258,245,49420,106,20246,133744,948,10393,219171,44906,264077,691125,188363,879488,505558,236676,133424,83598,3454,12757,87445,78159,38316,174397,Tripura,South Tripura,23.211874098057383,91.6065807585568,957.3516793879484,73.83667370242728
291,TRIPURA,378230,194544,183686,276217,151643,124574,61688,210608,155831,105657,50174,108259,47572,222399,307120,8256,22940,175,39120,85,5532,46875,273,5067,89457,14071,103528,260948,109130,370078,232286,95548,50269,22716,907,3006,25563,24750,15987,58161,Tripura,Dhalai,23.781360477941163,91.94654283088232,944.1874331770705,73.0288448827433
292,TRIPURA,693947,352860,341087,520402,275646,244756,114968,179426,248667,186034,62633,186105,62562,445280,507967,105737,44062,151,34717,307,19631,81601,997,10310,150437,42184,192621,559122,156840,715962,414878,178608,100274,42636,2726,9201,63308,43755,50104,127388,Tripura,North Tripura,24.121739755351683,92.17842538226292,966.6354928300176,74.99160598720074
293,MEGHALAYA,643291,324159,319132,358702,193438,165264,8810,474009,255693,151914,103779,188371,67322,387598,122936,106788,389956,209,3392,144,10006,51301,1630,8872,139351,18594,157945,420622,208900,629522,427629,143604,70599,32839,3589,10923,45766,35051,21585,73800,Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,984.4921782211816,55.76045677617129
294,MEGHALAYA,317917,161223,156694,192147,102513,89634,509,305180,126073,72262,53811,83936,42137,191844,17272,3359,289708,56,1004,38,1839,24550,288,2368,62698,11518,74216,218602,100781,319383,216742,70424,29926,22238,1167,4732,15314,15115,7915,46851,Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,971.9084745972968,60.439359958731366
295,MEGHALAYA,142334,73170,69164,82062,45003,37059,319,134237,53069,32826,20243,38397,14672,89265,7036,1050,132984,27,332,10,482,10940,179,1625,35930,3713,39643,95846,44849,140695,97082,30605,14495,2581,695,1700,6235,6721,2347,15916,Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,945.2507858411917,57.654530892126964
296,MEGHALAYA,383461,193715,189746,230678,117307,113371,168,375097,163345,89694,73651,119803,43542,220116,6498,1533,366881,58,1313,38,476,32873,149,2462,74832,12299,87131,251275,133244,384519,278569,69988,33431,3325,1683,922,19192,12548,15981,29492,Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,979.5111374958057,60.15683472373984
298,MEGHALAYA,825922,410749,415173,578030,287270,290760,5642,661158,326786,204303,122483,289576,37210,499136,144935,14185,543394,2495,3111,303,41496,135941,5032,19306,106248,108843,215091,634037,168575,802612,545961,192428,86576,5188,15048,7975,93619,79933,109102,111335,Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,1010.770567913738,69.98602773627533
299,MEGHALAYA,395124,196285,198839,187527,87371,100156,1317,376099,154180,88839,65341,110617,43563,240944,12456,1646,271596,34,284,45,7150,41677,510,4333,76546,7171,83717,215217,165184,380401,291097,72934,30362,1826,4790,978,30613,17352,45836,30960,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,1013.0116921822861,47.46029094663954
300,ASSAM,887142,452905,434237,489305,275220,214085,29570,278665,341131,236322,104809,253110,88021,546011,529068,252271,101091,93,1718,396,15089,41373,1218,14063,204896,17115,222011,576006,340601,916607,552671,224715,108956,115712,2996,12191,75903,32320,28132,52532,Assam,Kokrajhar,26.497246635730868,90.13997470997688,958.7816429494044,55.15520626912039
302,ASSAM,1008183,513292,494891,563577,304302,259275,45094,231570,362573,267118,95455,266376,96197,645610,347878,579929,77862,771,194,477,21455,78641,1364,13524,228610,39504,268114,657440,375071,1032511,650509,239831,117427,113964,4112,15292,93630,42628,60181,129311,Assam,Goalpara,26.017277777777807,90.59869891598912,964.1510095618089,55.90026810608788
303,ASSAM,1693622,867004,826618,897058,499038,398020,95320,27344,561824,445297,116527,439453,122371,1131798,492966,1198036,1020,112,49,399,50806,84804,2078,25286,447189,52192,499381,1083591,664161,1747752,1072312,405046,215355,181352,5560,24913,151699,55319,97152,243504,Assam,Barpeta,26.427872264631056,90.97912010178116,953.4189000281428,52.9668367557814
305,ASSAM,2823768,1439112,1384656,1710716,921850,788866,266350,115153,979998,766728,213270,734993,245005,1843770,1225246,1563203,26844,3036,1073,1162,89206,195631,5121,45956,674999,124186,799185,1999919,873197,2873116,1778277,678034,366112,333149,13979,47693,271238,127523,250174,422431,Assam,Nagaon,26.26462170626351,92.9306191144708,962.1599986658439,60.582739091880065
306,ASSAM,1924110,983904,940206,1108572,620525,488047,109130,232207,770606,537195,233411,558325,212281,1153504,1422824,350536,138166,1363,5088,1003,70047,133368,4358,31254,483325,64528,547853,1298039,627141,1925180,1159991,501239,261648,275119,11760,39796,163277,106909,177951,228882,Assam,Sonitpur,26.73514926829268,92.85197804878044,955.5871304517514,57.614793333021495
307,ASSAM,1042137,529674,512463,683486,375552,307934,81840,249426,429995,282250,147745,283533,146462,612142,797130,193476,46217,412,1074,250,32104,60296,1948,15011,293239,34694,327933,795681,275677,1071358,639385,268872,133615,133214,6904,25699,92394,45689,73904,117971,Assam,Lakhimpur,27.14128805970149,94.0775949253732,967.5064284824251,65.58504304136596
308,ASSAM,686133,351249,334884,423028,237761,185267,44225,325560,316800,186577,130223,201364,115436,369333,655052,13475,8711,297,911,167,16547,28195,1192,10410,211758,16504,228262,521393,194984,716377,434221,169630,82051,83663,3504,12293,57166,25776,37742,57995,Assam,Dhemaji,27.586533438485816,94.71336908517353,953.4091200259644,61.65393589872517
